uniqueid,text,text_translated,media,source,mode,num_persons,_timestamp,confidence,source_reliability,locations,origin_bool,origin,destination,geom_tweet,triage_status
80,عاجل | محطة قطار شرق #بودابست تستأنف عملها دون السماح للاجئين بالدخول إليها وركوب القطارات. #النمسا http://t.co/BZbwhXjkvG,urgent the train station east of budapest resumes its work without allowing refugees to enter it and train trains austria,,twitter,train,,2019-09-24 10:10:35.000000,0.50,0.98,"['budapest', 'austria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
81,إغلاق محطة قطارات بودابست بعد وصول آلاف اللاجئين الى ألمانيا والنمسا عبر قطاراتها http://t.co/KrAZad1QTk,budapest train station closed after thousands of refugees arrive in germany and austria via its trains,,twitter,train,,2019-09-24 10:38:13.000000,0.80,1.00,"['budapest', 'germany', 'austria']",,,DE,0101000000B003E78C280D3340D7A3703D0ABF4740,
82,"المنظمة الدولية للهجرة: 350 ألف مهاجر عبروا البحر المتوسط منذ بداية العام
… http://t.co/l1deQbqgAx http://t.co/srNsfeOwQQ",iom 350 000 migrants have crossed the mediterranean since the beginning of the year,['http://pbs.twimg.com/media/CN0KggBWgAAYt77.jpg'],twitter,,,2019-09-24 11:42:21.000000,0.95,1.00,[],,,,,
83,RT @SameeraAbd: عشرة الاف آيسلندي يعرضون  بيوتهم للاجئين السوروين #سوريا http://t.co/AYFb3XtXps,10 000 icelanders offer their homes to syrian refugees syria,['http://pbs.twimg.com/media/CN0T7MSUwAICG7T.jpg'],twitter,,,2019-09-24 12:23:32.000000,0.86,0.94,"['iceland', 'syria', 'syria']",,,,,
180,"RT @AlMasryAlYoum: وصول 3 آلاف لاجئ إلى النمسا عبر الحدود المجرية
 http://t.co/duTnC9GZZJ",3 000 refugees arrive in austria across the hungarian border,,twitter,,0,2019-10-13 20:20:08.000000,0.98,1.00,['austria'],,,AT,010100000076711B0DE05D30409A99999999194840,
84,"RT @AbouAmmarr: #استحيوا_يا
قبل ساعات وصل أكثر من 1000 لاجئ إلى محطة قطارات فيينا معظمهم سوريون
استقبلهم النمساويين بالأطعمة والألبسة http:…",exhausted hours ago more than 1000 refugees arrived at the vienna train station mostly syrians the austrian received them with food and clothing,['http://pbs.twimg.com/media/CN0Vl5MWoAAtvuh.jpg'],twitter,train,1000,2019-09-24 12:30:48.000000,0.74,0.46,"['vienna', 'syria', 'austria']",,,,010100000076711B0DE05D30409A99999999194840,
85,"RT @RTarabic: مئات #اللاجئين من #الرجال و #النساء و #الأطفال غالبيتهم من #السوريين يتدفقون في قطارات إلى #النمسا و #ألمانيا
http://t.co/ImA…",hundreds of refugees from men and women and children mostly from syrians flocking in trains to austria and germany,,twitter,train,,2019-09-24 20:30:08.000000,0.98,1.00,"['austria', 'germany', 'syria']",,,AT,010100000076711B0DE05D30409A99999999194840,
86,"RT @aali4573: أهلا وسهلا مكتوبة ""بالعربية"" على قطارات مدينة دريسدن الألمانية ترحيبا باللاجئين السوريين

شكرًا المانيا ... http://t.co/mHM5…",aali4573 welcome german trains on the trains of the german city of dresden welcomed the syrian refugees thank you germany,,twitter,train,,2019-09-24 21:32:13.000000,0.68,0.86,"['dresden', 'germany', 'syria', 'germany']",,,,01010000004850FC1873772B40787AA52C43844940,
87,RT @shamlnews: الشرطة النمساوية تعثر على 24 لاجئاً في شاحنة مغلقة http://t.co/Gc9VLuRFHD http://t.co/zILXpekTk5,austrian police find 24 refugees in closed truck,['http://pbs.twimg.com/media/CN3tv9AVAAA2GRs.jpg'],twitter,truck,24,2019-09-25 04:15:11.000000,0.87,0.01,['austria'],,,,010100000076711B0DE05D30409A99999999194840,
88,"اكيد لما الماانيا و النمسا استضافوا اللاجئين السوريين , هايخلوا البنت السورية تتجوز واحد و يدفع ليها  5000 جنية.",it is certain that the almanya and austria hosted the syrian refugees,,twitter,,,2019-09-25 10:50:36.000000,0.77,0.11,"['austria', 'syria']",,,,010100000076711B0DE05D30409A99999999194840,
89,#صور |  تزايد عدد اللاجئبن على الحدود المقدونية مع #اليونان، حيث ينتظر حوالي ألف مهاجر على الحدود من أجل دخول مقدونيا http://t.co/1u78h3Xpem,photos the number of refugees on the macedonian border has increased with greece where about 1 000 migrants are waiting on the border to enter macedonia,['http://pbs.twimg.com/media/CN5fCofWsAAugyF.jpg'],twitter,,,2019-09-25 12:30:10.000000,0.73,0.90,"['macedonian', 'greece']",,,,0101000000575BB1BFEC6E35400000000000004540,
90,بالصور: تزايد أعداد المهاجرين على حدود مقدونيا وأكثر من سبعة آلاف مهاجر سيعبرون الحدود من اليونان إلى مقدونيا... http://t.co/N4SOj06Ej2,more than 7 000 migrants will cross the border from greece to macedonia,,twitter,,,2019-09-25 14:57:25.000000,0.97,0.41,"['greece', 'macedonia']",,EL,MK0,010100000000000000000036400000000000804340,
91,"RT @aali4573: ألمان بانتظار قطار يحمل لاجئين سوريين
والألمان يجهزون الغذاء ""للاجئيين""

لم يسألو ع دينه مذهبه قوميتة بل ع إنسانيته http://t…",aali4573 a german waiting for a train carrying syrian refugees the germans are preparing food for the refugees,,twitter,train,,2019-09-25 19:46:29.000000,0.74,0.03,['syria'],,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,
92,"RT @CyberAmancom: مئات اللاجئين يدخلون محطة القطارات الرئيسية في بودابست بعد انسحاب قوات الأمن...
http://t.co/Dp1v1WuJpe",hundreds of refugees enter budapests main train station after security forces withdraw,,twitter,train,,2019-09-26 06:58:31.000000,0.70,0.91,[],,,,,
93,RT @cnnarabic: بالصور: مئات اللاجئين السوريين يتدفقون على محطة قطار بودابست بعد إغلاقها أمامهم لأيام http://t.co/mRXrHx7vh7 http://t.co/9sw…,pictures hundreds of syrian refugees flock to budapest train station after closing them for days,['http://pbs.twimg.com/media/CN9p_YgWEAEVR5e.jpg'],twitter,train,,2019-09-26 07:56:29.000000,0.81,0.79,"['budapest', 'syria']",,,HU110,0101000000B003E78C280D3340D7A3703D0ABF4740,
94,RT @wasel_news: توقعات بوصول 2500 لاجئ لألمانيا  ظهر اليوم http://t.co/qrFrNjcFiY,expectations of 2500 refugees arrive in germany today afternoon,,twitter,,2500,2019-09-30 08:27:32.000000,0.97,0.98,['germany'],,,DE,0101000000151DC9E53FC42A40EEEBC03923424A40,
95,"RT @peryahmed28: الشرطة المجرية: فرار نحو 300 شخص من مخيم للاجئين بالقرب من الحدود الصربية
#حملة_أهالينا_السوريين",peryahmed28 hungarian police about 300 people flee a refugee camp near the serbian border,,twitter,,300,2019-09-27 10:57:25.000000,0.74,0.06,['serbia'],,,,01010000000F0BB5A679773440545227A089684640,
96,#المجر — الشرطة : فرار 300 لاجئ من مخيم للجوء في بودابيست,hungary police 300 refugees flee refuge camp in budapest,,twitter,,300,2019-09-27 11:24:13.000000,0.59,0.00,"['hungary', 'budapest']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
97,RT @Caza_Blue: اللاجئون على جسر اليزابيث في وسط العاصمة بودابست يواصلون سيرهم بإتجاه الحدود النمساوية http://t.co/GHgeBJhlt8,refugees on the elizabeth bridge in the center of the capital budapest continue their march towards the austrian border,['http://pbs.twimg.com/media/COD3eO8UkAAD93w.jpg'],twitter,on foot,,2019-09-27 12:53:19.000000,0.56,1.00,"['budapest', 'austria']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
98,RT @BBCArabic: #بريطانيا تستقبل 20 ألف لاجئ سوري بحلول 2020 http://t.co/rj9JyXmSZW http://t.co/FRX9Nvya8S,britain to receive 20 000 syrian refugees by 2020,['http://pbs.twimg.com/media/COUGG74UYAA-2cG.jpg'],twitter,,0,2019-09-30 16:30:59.000000,0.90,0.55,['syria'],,,,0101000000E8D9ACFA5C254240EFC9C342ADC14040,
99,#عاجل #أخبار_مصر #بوابة_القاهرة المجر: هروب 300 لاجىء من مخيم قرب الحدود مع صربيا  http://t.co/R5caXufk4O,urgent egyptian news hungary escapes 300 refugees from camp near border with serbia,,twitter,,300,2019-09-27 14:40:34.000000,0.63,0.99,"['hungary', 'serbia', 'egypt']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
100,الرئيس الفرنسي فرانسوا هولاند يعلن من لندن أن "أوروبا تحملت مسؤولياتها" حيال اللاجئين,french president francois hollande announced from london that europe has assumed its responsibilities towards the refugees,,twitter,,,2019-10-15 18:19:19.000000,0.67,0.00,[],,,,,
101,RT @tounsiahourra: المئات من اللاجئين يغادرون محطة بودابست على الأقدام متجهين إلى فيينا بعد وقف المجر حركة القطارات لمنعهم من التنقل. http:…,hundreds of refugees leave the budapest station on foot heading for vienna after hungary stopped train traffic to stop them from moving,['http://pbs.twimg.com/media/COExoZzVEAAQF-p.jpg'],twitter,on foot,,2019-09-27 17:07:19.000000,0.99,0.80,"['budapest', 'vienna', 'hungary']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
249,"RT @N24: Nach Mazedonien -
Alle 1500 Flüchtlinge durchbrechen Grenze http://t.co/3qGzBcnWOd",n24 to macedonia all 1500 refugees breach border,,twitter,,1500,2019-09-14 20:06:36.000000,0.67,1.00,['macedonia'],,,MK0,0101000000575BB1BFEC6E35400000000000004540,
102,RT @tounsiahourra: الشرطة المجرية عزلت اللاجئين العالقين في محطة بودابست ظهر الجمعة ومنعتهم من التواصل مع المنظمات غير الحكومية والصحافيين …,hungarian police isolated stranded refugees at the budapest station on friday afternoon and prevented them from communicating with ngos and journalists,,twitter,,,2019-09-27 17:14:47.000000,0.69,0.17,['budapest'],,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
103,"RT @tounsiahourra: على رجل واحدة، يسير هذا السوري من بودابست إلى فيينا، بعد أن منعت المجر القطارات عن اللاجئين.
Via @FernandeF24 http://t.…",on one man this syrian walks from budapest to vienna after hungary has blocked trains from refugees via fernandef24 t,,twitter,on foot,1,2019-09-27 18:12:54.000000,0.98,0.59,"['budapest', 'vienna', 'hungary', 'syria']",,HU110,AT13,0101000000B003E78C280D3340D7A3703D0ABF4740,
104,"RT @shbabRevolution: عبور مئات اللاجئين السوريين سيرا على الأقدام من #هنغاريا إلى #النمسا
الله ينتقم من كان سبب بتفريغ سوريا من اهلها http:…",hundreds of syrian refugees walk from hungary to austria,['http://pbs.twimg.com/media/COFepD4UYAAQB9R.jpg'],twitter,on foot,,2019-09-27 20:23:54.000000,1.00,0.96,"['hungary', 'austria', 'syria']",,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,
105,"#عاجل | الحكومة النمساوية تعلن الاتفاق مع #ألمانيا على استقبال آلاف اللاجئين القادمين من #هنغاريا .
#سوريا #سورية",urgent austrian government announces agreement with germany to receive thousands of refugees coming from hungary,,twitter,,,2019-09-27 23:10:47.000000,0.60,0.90,"['germany', 'hungary', 'austria']",,HU,,0101000000151DC9E53FC42A40EEEBC03923424A40,
106,"RTarabic: من "" خربة الجوز"" إلى #بودابست #قطار الأحزان لا يغادر
#لاجئون

التفاصيل: http://t.co/J6vDMpNwE5 http://t.co/553is4vWqu",from khirbet al jawz to budapest the train of sorrow does not leave refugees details,['http://pbs.twimg.com/media/COHs_LtW8AAyNoT.jpg'],twitter,train,,2019-09-28 06:58:09.000000,0.65,0.01,['budapest'],,,HU110,0101000000B003E78C280D3340D7A3703D0ABF4740,
107,عام / الشرطة النمساوية: نحو ألفي لاجيء يصلون إلى الحدود النمساوية من المجر http://t.co/Rpatdhy7xy,austrian police some 2 000 refugees arrive at austrian border from hungary,,twitter,,0,2019-09-28 07:21:01.000000,1.00,1.00,"['hungary', 'austria']",,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,
108,"الشرطة: نحو ألفي لاجئ يصلون إلى الحدود النمساوية من المجر
http://t.co/FIG7la1WcE http://t.co/p8PR9Vhqrc",some 2 000 refugees arrive at the austrian border from hungary,['http://pbs.twimg.com/media/COH5rtxWwAAhtNW.jpg'],twitter,,0,2019-09-28 07:41:15.000000,1.00,0.99,"['hungary', 'austria']",,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,
109,ألمانيا تتوقع وصول «10» آلاف لاجئ إليها عبر المجر http://t.co/6oIop1aqbI,germany expects to reach 10 thousands of refugees through hungary,,twitter,,10,2019-09-28 10:00:20.000000,0.62,1.00,"['germany', 'hungary']",,,HU,0101000000151DC9E53FC42A40EEEBC03923424A40,
110,عاجل | المئات من اللاجئين يغادرون محطة كيليتي للقطارات في #بودابست مشيا على الأقدام باتجاه #فيينا. #باحثون_عن_حياة,urgent hundreds of refugees leave the kletty train station in budapest on foot towards vienna researchers love life,,twitter,on foot,,2019-09-28 10:13:55.000000,0.86,0.96,"['budapest', 'vienna']",,HU110,AT13,0101000000B003E78C280D3340D7A3703D0ABF4740,
111,عاجل | رويترز: المئات من اللاجئين يغادرون محطة كيليتي للقطارات في #بودابست مشيا على الأقدام باتجاه #فيينا. #باحثون_عن_حياة,urgent hundreds of refugees leave kletti train station in budapest on foot for vienna researchers love life,,twitter,on foot,,2019-09-28 10:28:34.000000,0.81,0.96,"['budapest', 'vienna']",,,,0101000000B003E78C280D3340D7A3703D0ABF4740,
112,RT @yuself0: قبل دقائق المئات من اللاجئين يغادرون محطة قطارات كيلكي مشيا نحو النمسا و السلطات تأمر بـ توفير باصات نقل لهم. http://t.co/xXJY…,yuself0 minutes ago hundreds of refugees leave kilkie train station for austria and the authorities order the provision of transport buses,['http://pbs.twimg.com/media/COIcgXLWEAAKGFR.jpg'],twitter,bus,,2019-09-28 11:23:30.000000,0.71,0.94,['austria'],,AT,,010100000076711B0DE05D30409A99999999194840,
113,RT @hesham_m_2011: اتفاق ألماني نمساوي لاستقبال اللاجئين من المجر.. وأول قافلة تصل الحدود http://t.co/3DODdGuyZK,hesham m 2011 austrian austrian agreement to receive refugees from hungary the first convoy to reach the border,['http://pbs.twimg.com/media/COIveQTXAAAmS1T.jpg'],twitter,,,2019-09-28 11:36:16.000000,0.75,1.00,"['hungary', 'austria']",,HU,,0101000000B003E78C280D3340D7A3703D0ABF4740,
